,question,label,Verbes conjugués à la troisième personne du présent indicatif,Déterminants possessifs,Mots interrogatifs,Nombre de mots,Nombre de lettres,Moyenne du nombre de lettres par mots,Pronoms interogatifs,Adverbes interogatifs,Noms au pluriel,Nombres cardinaux,Verbes transitifs,M_mots,Interjections,Lieux,Lieux uniques,Détails,Détails uniques,Organisations,Organisations uniques,Personnes,Personnes uniques,SD_mots,M_adjectifs,M_prépositions,M_adverbes,M_déterminants,M_noms,M_noms propres,M_verbes,SD_adjectifs,SD_prépositions,SD_adverbes,SD_déterminants,SD_noms,SD_noms propres,SD_verbes
392,Qu'est-ce que la législation de gestion des risques des pays en voie de développement ?,1.0,0,0,0,17,73,4.294117647058823,1,0,2,0,0,26862.86142857141,0,0,0,0,0,0,0,0,0,84659.980683143,,15455.27,,13652.76,78.82000000000001,,,,9765.59,,0.0,77.2192240744924,,
393,Quel est le rôle de l'eau en evaporation ?,1.0,0,0,1,10,34,3.4,0,0,0,0,0,41890.565555555535,0,0,0,0,0,0,0,0,0,102552.06617816603,657.71,15455.27,,13652.76,250.08,,,0.0,9765.59,,0.0,261.75186010163645,,
394,Quelle est la cause de la crise économique ?,1.0,0,0,0,9,36,4.0,0,0,0,0,0,46308.93749999997,0,0,0,0,0,0,0,0,0,107967.91975812367,8.27,25220.86,,13652.76,268.75,,,8.27,0.0,,0.0,168.45,,
395,Quel est l'âge de la République de Rome ?,1.0,0,0,1,10,33,3.3,0,0,0,0,0,46360.966249999976,0,1,1,0,0,0,0,0,0,107945.77682532008,657.71,25220.86,,13652.76,156.28,0.0,,0.0,0.0,,0.0,148.9,0.0,
396,Quelle est l'importance de la vulnérabilité des populations ?,1.0,0,0,0,10,53,5.3,0,0,1,0,0,46258.028749999976,0,0,0,0,0,0,0,0,0,107989.63258826525,0.0,25220.86,,13652.76,48.923333333333325,,,0.0,0.0,,0.0,48.117545194612276,,
397,Quelle est la France en termes de recettes touristiques ?,1.0,0,0,0,10,48,4.8,0,0,2,0,0,37571.26799999998,0,1,1,0,0,0,0,0,0,98147.28250790402,2.54,15455.27,,13652.76,50.230000000000004,0.0,,2.54,9765.59,,0.0,25.11,0.0,
398,Quels sont les grands empires de la Méditerranée orientale ?,1.0,0,0,1,10,51,5.1,0,0,1,0,0,41465.06999999998,0,1,1,0,0,0,0,0,0,102710.65462054625,1076.41,25220.86,,13652.76,19.47,,,1077.6974967958308,0.0,,0.0,19.47,,
399,Quel est l'intérêt des croisades ?,1.0,0,0,1,7,29,4.142857142857143,0,0,0,0,0,52963.6814285714,0,0,0,0,0,0,0,0,0,113877.69864396827,657.71,25220.86,,13652.76,85.3,,,0.0,0.0,,0.0,76.88000000000001,,
400,Quel est l'intérêt des croisades ?,0.0,0,0,1,7,29,4.142857142857143,0,0,0,0,0,52963.6814285714,0,0,0,0,0,0,0,0,0,113877.69864396827,657.71,25220.86,,13652.76,85.3,,,0.0,0.0,,0.0,76.88000000000001,,
401,Quand a eu lieu la première croisade ?,1.0,0,0,0,8,31,3.875,1,0,0,0,1,211456.74571428564,0,0,0,0,0,0,0,0,0,511566.1055605063,1507.92,,,13652.76,277.21,,610758.0000000005,0.0,,,0.0,268.78999999999996,,0.0
402,Qui dirige la capitale d'un empire de 10 à 15 millions d'habitants au XIV è siècle?,1.0,1,0,1,19,68,3.5789473684210527,1,0,2,2,1,4505.54705882353,0,0,0,0,0,0,0,0,0,7266.8640169015425,,9352.815,,12870.19,76.10333333333334,,1952.9999999999989,,10425.893697936643,,782.5699999999997,82.22210036777757,,0.0
403,Pourquoi l'Afrique du Sud est une destination privilégiée du point de vue migratoire ?,1.0,0,0,1,15,73,4.866666666666666,0,1,0,0,0,29538.563076923063,0,1,1,0,0,0,0,0,0,87362.12372680604,0.06,25220.86,1348.04,12870.19,216.02666666666664,0.0,,0.06,0.0,0.0,782.5699999999997,177.39861655479604,0.0,
404,Pourquoi l'Afrique du Sud est une destination privilégiée du point de vue migratoire ?,1.0,0,0,1,15,73,4.866666666666666,0,1,0,0,0,29538.563076923063,0,1,1,0,0,0,0,0,0,87362.12372680604,0.06,25220.86,1348.04,12870.19,216.02666666666664,0.0,,0.06,0.0,0.0,782.5699999999997,177.39861655479604,0.0,
405,Quel a été l'intérêt de la séparation civile et militaire réalisée par Louvois ?,1.0,0,0,1,15,67,4.466666666666667,0,0,0,0,1,88675.09071428566,0,0,0,0,0,0,0,1,1,228245.84885334267,275.67,13486.94,,13652.76,91.24000000000001,0.0,2138.1,270.15281761748605,11733.92,,0.0,70.94,0.0,0.0
406,Comment se divise la société urbaine ?,0.0,1,0,1,7,32,4.571428571428571,0,1,0,0,0,2507.5171428571425,0,0,0,0,0,0,0,0,0,4647.217110845447,12.24,,922.93,13652.76,150.92,,0.0,0.0,,0.0,0.0,0.0,,0.0
407,Comment se divise la société urbaine ?,1.0,1,0,1,7,32,4.571428571428571,0,1,0,0,0,2507.5171428571425,0,0,0,0,0,0,0,0,0,4647.217110845447,12.24,,922.93,13652.76,150.92,,0.0,0.0,,0.0,0.0,0.0,,0.0
408,Quelle est la part de l'eau sur la planète bleue ?,1.0,0,0,0,12,40,3.3333333333333335,0,0,0,0,0,37406.54899999998,0,0,0,0,0,0,0,0,0,98197.35658502298,141.22,13870.485,,13652.76,448.49333333333334,,,141.22,11350.375,,0.0,230.71011902866812,,
409,Quelle est la part de l'eau sur la planète bleue ?,0.0,0,0,0,12,40,3.3333333333333335,0,0,0,0,0,37406.54899999998,0,0,0,0,0,0,0,0,0,98197.35658502298,141.22,13870.485,,13652.76,448.49333333333334,,,141.22,11350.375,,0.0,230.71011902866812,,
410,Quelle est la part de l'eau sur la planète bleue ?,0.0,0,0,0,12,40,3.3333333333333335,0,0,0,0,0,37406.54899999998,0,0,0,0,0,0,0,0,0,98197.35658502298,141.22,13870.485,,13652.76,448.49333333333334,,,141.22,11350.375,,0.0,230.71011902866812,,
411,Qu'est-ce que la guerre du Péloponnèse ?,0.0,0,0,0,9,34,3.7777777777777777,1,0,0,0,0,41151.19555555553,0,1,1,1,1,0,0,0,0,102833.15618068399,,25220.86,,13652.76,443.3,0.0,,,0.0,,0.0,0.0,0.0,
412,Qu'est-ce que la guerre du Péloponnèse ?,1.0,0,0,0,9,34,3.7777777777777777,1,0,0,0,0,41151.19555555553,0,1,1,1,1,0,0,0,0,102833.15618068399,,25220.86,,13652.76,443.3,0.0,,,0.0,,0.0,0.0,0.0,
413,Pourquoi les régions françaises reçoivent de l'aide financière ?,1.0,0,0,1,10,56,5.6,0,1,1,0,1,5240.278888888888,0,0,0,0,0,0,0,0,0,8284.912765318848,86.63,25220.86,1348.04,13652.76,203.75,,6360.089999999995,42.550000000000004,0.0,0.0,0.0,147.43,,0.0
414,Quelle est la différence entre la zone intertropicale et la zone volcanique ?,1.0,0,0,0,13,65,5.0,0,0,0,0,0,35819.98599999998,0,0,0,0,0,0,0,0,0,98545.68244500126,0.6066666666666667,372.72,,13652.76,109.82,,,0.8579562278396776,0.0,,0.0,1.9400000000000048,,
415,Qu'est-ce que la littoralisation ?,0.0,0,0,0,7,30,4.285714285714286,1,0,0,0,0,49242.3714285714,0,0,0,0,0,0,0,0,0,115141.36891553129,,,,13652.76,0.0,,,,,,0.0,0.0,,
416,Qu'est-ce que la littoralisation ?,1.0,0,0,0,7,30,4.285714285714286,1,0,0,0,0,49242.3714285714,0,0,0,0,0,0,0,0,0,115141.36891553129,,,,13652.76,0.0,,,,,,0.0,0.0,,
417,Comment caractériser les firmes transnationales ?,1.0,0,0,1,6,44,7.333333333333333,0,1,1,0,1,2432.245,0,0,0,0,0,0,0,0,0,5029.163588900743,0.04,,922.93,13652.76,8.64,,9.1,0.0,,0.0,0.0,0.0,,0.0
418,Quelle est la différence entre héliotropisme et insécurité alimentaire ?,1.0,0,0,0,10,63,6.3,0,0,0,0,0,35810.36999999998,0,0,0,0,0,0,0,0,0,98549.17136100742,5.85,372.72,,13652.76,37.86666666666667,,,5.85,0.0,,0.0,52.25587643722209,,
419,Comment se développe une nouvelle vision du monde ?,1.0,1,0,1,9,43,4.777777777777778,0,1,0,0,0,4799.608888888889,0,0,0,0,0,0,0,0,0,8073.180041417583,418.9,25220.86,922.93,12087.62,866.2,,0.0,0.0,0.0,0.0,0.0,795.24,,0.0
420,Comment se développe une nouvelle vision du monde ?,0.0,1,0,1,9,43,4.777777777777778,0,1,0,0,0,4799.608888888889,0,0,0,0,0,0,0,0,0,8073.180041417583,418.9,25220.86,922.93,12087.62,866.2,,0.0,0.0,0.0,0.0,0.0,795.24,,0.0
421,Pourquoi le Mozambique est vulnérable aux risques naturels ?,1.0,0,0,1,9,52,5.777777777777778,0,1,1,0,0,39838.70444444442,0,1,1,0,0,0,0,0,0,103087.22755344346,87.32000000000001,12190.4,1348.04,13652.76,138.66,0.0,,71.80000000000001,0.0,0.0,0.0,0.0,0.0,
422,Que se passe entre 1642 et 1649 en Angleterre ?,1.0,1,0,1,10,38,3.8,1,0,0,2,1,8083.370999999999,0,1,1,0,0,0,0,0,0,14853.674683118952,,3031.2000000000003,,,,0.0,50846.65999999999,,2658.4800000000005,,,,0.0,0.0
423,Quel est le nombre d'habitants de Florence à la fin du XIV è siècle ?,1.0,0,0,1,16,55,3.4375,0,0,1,0,0,29493.400769230753,0,1,1,0,0,0,0,0,0,87377.85433086754,328.855,18705.63,,13652.76,129.728,0.0,,328.855,6515.2300000000005,,0.0,151.85198930537592,0.0,
424,"Qui commande la vie politique, économique et religieuse en France ?",1.0,1,0,1,12,57,4.75,1,0,0,0,0,3788.8566666666666,0,1,1,0,0,0,0,0,0,5315.521455077469,46.42666666666667,5689.68,,13652.76,2042.44,0.0,0.0,24.348110581498702,0.0,,0.0,0.0,0.0,0.0
425,"Qui commande la vie politique, économique et religieuse en France ?",0.0,1,0,1,12,57,4.75,1,0,0,0,0,3788.8566666666666,0,1,1,0,0,0,0,0,0,5315.521455077469,46.42666666666667,5689.68,,13652.76,2042.44,0.0,0.0,24.348110581498702,0.0,,0.0,0.0,0.0,0.0
426,Quelle est la densité la plus faible ?,1.0,0,0,0,8,31,3.875,0,0,0,0,0,49834.229999999974,0,0,0,0,0,0,0,0,0,114896.71015075663,38.78,,4062.45,13652.76,3.0,,,38.78,,0.0,0.0,0.0,,
427,Quelle est la densité la plus faible ?,0.0,0,0,0,8,31,3.875,0,0,0,0,0,49834.229999999974,0,0,0,0,0,0,0,0,0,114896.71015075663,38.78,,4062.45,13652.76,3.0,,,38.78,,0.0,0.0,0.0,,
428,Comment s'est effectuée la création des Etats entre les Appalaches et le Mississippi au XVIIIè siècle ?,1.0,0,0,1,18,87,4.833333333333333,0,1,2,0,1,24204.433124999985,0,4,4,0,0,0,0,0,0,79535.54647673352,0.0,8531.193333333335,922.93,13652.76,28.46,0.0,221.13,0.0,11802.357395394456,0.0,0.0,37.53989611067138,0.0,0.0
429,Quel est le nombre de touristes internationaux ?,1.0,0,0,1,8,41,5.125,0,0,1,0,0,46343.85124999997,0,0,0,0,0,0,0,0,0,107953.07866232358,362.15500000000003,25220.86,,13652.76,54.519999999999996,,,295.555,0.0,,0.0,25.799999999999997,,
430,Quel est le nombre d'étudiants en migration nord-nord ?,1.0,0,0,1,10,47,4.7,0,0,1,0,0,37649.892999999975,0,0,0,0,0,0,0,0,0,98117.38066786429,328.855,15455.27,,13652.76,78.02666666666666,,,328.855,9765.59,,0.0,61.585195912293365,,
431,Quel est le nombre d'étudiants en migration nord-nord ?,0.0,0,0,1,10,47,4.7,0,0,1,0,0,37649.892999999975,0,0,0,0,0,0,0,0,0,98117.38066786429,328.855,15455.27,,13652.76,78.02666666666666,,,328.855,9765.59,,0.0,61.585195912293365,,
432,Quel est le rôle du corps civique ?,1.0,0,0,1,8,28,3.5,0,0,0,0,0,46371.25249999997,0,0,0,0,0,0,0,0,0,107941.35190952099,331.82500000000005,25220.86,,13652.76,194.45499999999998,,,325.88500000000005,0.0,,0.0,55.69500000000001,,
433,Quel est le temps de la colonisation des Antilles ?,1.0,0,0,1,10,42,4.2,0,0,1,0,0,46450.95499999997,0,1,1,0,0,0,0,0,0,107907.64542073091,657.71,25220.86,,13652.76,344.1566666666667,,,0.0,0.0,,0.0,485.7072799079251,,
434,Quel est le temps de la colonisation des Antilles ?,0.0,0,0,1,10,42,4.2,0,0,1,0,0,46450.95499999997,0,1,1,0,0,0,0,0,0,107907.64542073091,657.71,25220.86,,13652.76,344.1566666666667,,,0.0,0.0,,0.0,485.7072799079251,,
435,Quelles sont les priorités de l'aide aux régions rurales ?,1.0,0,0,0,11,49,4.454545454545454,0,0,2,0,0,38305.69699999998,0,0,0,0,0,0,0,0,0,97922.54341176472,258.655,18705.63,,13652.76,143.93333333333334,,,253.89499999999998,6515.2300000000005,,0.0,147.12739543976468,,
436,Quelles sont les priorités de l'aide aux régions rurales ?,1.0,0,0,0,11,49,4.454545454545454,0,0,2,0,0,38305.69699999998,0,0,0,0,0,0,0,0,0,97922.54341176472,258.655,18705.63,,13652.76,143.93333333333334,,,253.89499999999998,6515.2300000000005,,0.0,147.12739543976468,,
437,Qu'est-ce qu'une nappe phréatique ?,1.0,0,0,0,8,31,3.875,1,0,0,0,0,49020.06857142854,0,0,0,0,0,0,0,0,0,115211.21273273644,0.34,,0.0,12087.62,8.68,,,0.0,,0.0,0.0,0.0,,
438,Quel est le pourcentage de l'eau salée ?,0.0,0,0,1,9,33,3.6666666666666665,0,0,0,0,0,46399.518749999974,0,0,0,0,0,0,0,0,0,107929.37360569084,328.855,25220.86,,13652.76,310.49,,,328.855,0.0,,0.0,300.99,,
439,Quel est le pourcentage de l'eau salée ?,1.0,0,0,1,9,33,3.6666666666666665,0,0,0,0,0,46399.518749999974,0,0,0,0,0,0,0,0,0,107929.37360569084,328.855,25220.86,,13652.76,310.49,,,328.855,0.0,,0.0,300.99,,
440,Quel est le pourcentage de l'eau salée ?,0.0,0,0,1,9,33,3.6666666666666665,0,0,0,0,0,46399.518749999974,0,0,0,0,0,0,0,0,0,107929.37360569084,328.855,25220.86,,13652.76,310.49,,,328.855,0.0,,0.0,300.99,,
441,Quelle est l'ambition de l'objectif 7 de la déclaration du millénaire ?,1.0,0,0,0,14,60,4.285714285714286,0,0,0,1,0,37002.39599999998,0,0,0,0,0,0,0,0,0,98346.7051167538,0.0,25220.86,,13652.76,26.625,,,0.0,0.0,,0.0,13.213253762794386,,
442,Quel est le rôle de l'ouverture atlantique ?,0.0,0,0,1,9,37,4.111111111111111,0,0,0,0,0,46343.91624999997,0,0,0,0,0,0,0,0,0,107953.05590164011,329.245,25220.86,,13652.76,87.69,,,328.46500000000003,0.0,,0.0,51.07,,
443,Quel est le rôle de l'ouverture atlantique ?,1.0,0,0,1,9,37,4.111111111111111,0,0,0,0,0,46343.91624999997,0,0,0,0,0,0,0,0,0,107953.05590164011,329.245,25220.86,,13652.76,87.69,,,328.46500000000003,0.0,,0.0,51.07,,
444,Pourquoi mettre en place des outils de gestion et de contrôle ?,1.0,0,0,1,12,52,4.333333333333333,0,1,1,0,1,8009.963000000003,0,0,0,0,0,0,0,0,0,11674.357252631991,,15455.27,1348.04,,191.9375,,34164.22000000003,,9765.59,0.0,,241.95096635217226,,0.0
445,Quels sont les grands foyers de peuplement ?,1.0,0,0,1,8,37,4.625,0,0,1,0,0,46648.49374999998,0,0,0,0,0,0,0,0,0,107825.56586347047,1606.295,25220.86,0.0,13652.76,57.9,,,948.585,0.0,0.0,0.0,0.0,,
446,Quels sont les principes de la Loi de la Cité ?,1.0,0,0,1,11,37,3.3636363636363638,0,0,1,0,0,46360.043749999975,0,0,0,1,1,0,0,0,0,107946.1493583235,657.71,25220.86,,13652.76,101.72666666666669,,,0.0,0.0,,0.0,84.21844664653675,,
447,Quels sont les principes de la Loi de la Cité ?,0.0,0,0,1,11,37,3.3636363636363638,0,0,1,0,0,46360.043749999975,0,0,0,1,1,0,0,0,0,107946.1493583235,657.71,25220.86,,13652.76,101.72666666666669,,,0.0,0.0,,0.0,84.21844664653675,,
448,En quoi l'augmentation de la population africaine et urbanisation sont ils liés,1.0,0,0,1,13,68,5.230769230769231,0,0,0,0,1,33715.124999999985,0,0,0,0,0,0,0,0,0,89976.91072597448,21.84,15455.27,,13652.76,15.066666666666668,,929.2499999999997,0.0,9765.59,,0.0,12.782095116042422,,0.0
449,"Quelles sont les valeurs reprises dans les 3 pays que sont la France, l'Angleterre et les Etats Unis au terme de la guerre de cent ans ?",1.0,0,0,1,29,110,3.793103448275862,0,0,4,2,1,18320.920454545445,0,3,3,1,1,0,0,0,0,68525.32207859613,512.55,9959.816666666668,,13652.76,363.64142857142855,0.0,4315.280000000002,0.0,10957.49965133267,,0.0,576.8966630027197,0.0,0.0
450,Quelle est la caractéristique de l'Afrique australe ?,1.0,0,0,0,9,46,5.111111111111111,0,0,0,0,0,46240.63124999998,0,1,1,0,0,0,0,0,0,107997.075113185,0.10500000000000001,25220.86,,13652.76,7.38,0.0,,0.10500000000000001,0.0,,0.0,0.0,0.0,
451,Quelle est la caractéristique de l'Afrique australe ?,1.0,0,0,0,9,46,5.111111111111111,0,0,0,0,0,46240.63124999998,0,1,1,0,0,0,0,0,0,107997.075113185,0.10500000000000001,25220.86,,13652.76,7.38,0.0,,0.10500000000000001,0.0,,0.0,0.0,0.0,
452,Quelle est la caractéristique de l'Afrique australe ?,0.0,0,0,0,9,46,5.111111111111111,0,0,0,0,0,46240.63124999998,0,1,1,0,0,0,0,0,0,107997.075113185,0.10500000000000001,25220.86,,13652.76,7.38,0.0,,0.10500000000000001,0.0,,0.0,0.0,0.0,
453,Quel est le point d'origine du décompte du temps ?,1.0,0,0,1,11,41,3.727272727272727,0,0,0,0,0,41346.14444444442,0,0,0,0,0,0,0,0,0,102755.74197141314,657.71,25220.86,,13652.76,385.03249999999997,,,0.0,0.0,,0.0,411.1865140891053,,
454,Quel est le point d'origine du décompte du temps ?,0.0,0,0,1,11,41,3.727272727272727,0,0,0,0,0,41346.14444444442,0,0,0,0,0,0,0,0,0,102755.74197141314,657.71,25220.86,,13652.76,385.03249999999997,,,0.0,0.0,,0.0,411.1865140891053,,
455,IDH et pourcentage d'alphabétisation sont-ils liés ?,1.0,0,0,0,9,46,5.111111111111111,0,0,0,0,1,42592.8622222222,0,0,0,0,0,0,0,0,0,102329.04572488369,,25220.86,,,3.266666666666667,,929.2499999999997,,0.0,,,4.409333534925909,,0.0
456,IDH et pourcentage d'alphabétisation sont-ils liés ?,1.0,0,0,0,9,46,5.111111111111111,0,0,0,0,1,42592.8622222222,0,0,0,0,0,0,0,0,0,102329.04572488369,,25220.86,,,3.266666666666667,,929.2499999999997,,0.0,,,4.409333534925909,,0.0
457,Quel type d'aides financières existent -ils pour les régions françaises ?,1.0,0,0,0,12,63,5.25,0,0,2,0,0,5364.71,0,0,0,0,0,0,0,0,0,7736.729147927006,86.63,16149.705,,6826.38,359.06666666666666,,3950.9599999999973,42.550000000000004,9071.155,,6826.38,250.4734260466678,,0.0
458,Quelles sont les conséquences de la production d'électricité en Afrique Australe ?,1.0,0,0,0,13,71,5.461538461538462,0,0,1,0,0,34201.05999999998,0,1,1,0,0,0,0,0,0,94184.69012016804,256.38,15455.27,,13652.76,30.58666666666667,0.0,,256.17,9765.59,,0.0,10.493303684837404,0.0,
459,Quel est le rôle du tunnel sous la Manche ?,1.0,0,0,1,10,34,3.4,0,0,0,0,0,41229.76666666664,0,1,1,0,0,0,0,0,0,102801.87176940833,657.71,12768.175000000001,,13652.76,88.61999999999999,0.0,,0.0,12452.685,,0.0,50.13999999999999,0.0,
460,Qu'est-ce qu'une personne créole ?,1.0,0,0,0,8,30,3.75,1,0,0,0,0,49103.72857142853,0,0,0,0,0,0,0,0,0,115175.79957969234,1.16,,0.0,12087.62,593.48,,,0.0,,0.0,0.0,0.0,,
461,Comment valoriser les milieux métropolitains et ultramarins ?,1.0,0,0,1,8,54,6.75,0,1,1,0,1,3453.6725,0,0,0,0,0,0,0,0,0,5684.308821344838,0.46,,922.93,13652.76,140.54,,3.1500000000000004,0.46,,0.0,0.0,0.0,,0.0
462,Comment valoriser les milieux métropolitains et ultramarins ?,0.0,0,0,1,8,54,6.75,0,1,1,0,1,3453.6725,0,0,0,0,0,0,0,0,0,5684.308821344838,0.46,,922.93,13652.76,140.54,,3.1500000000000004,0.46,,0.0,0.0,0.0,,0.0
463,Quels sont les effets d'une pénurie d'eau sur les cultures de l'Afrique australe?,1.0,0,0,1,17,69,4.0588235294117645,0,0,2,0,0,29698.283846153827,0,1,1,0,0,0,0,0,0,87310.23087782148,328.96000000000004,13870.485,,12870.19,223.64499999999998,0.0,,328.75000000000006,11350.375,,782.5699999999997,240.01680998421756,0.0,
464,Quel est l'intérêt de l'ordonnance royale de Villers-Cotterêts ?,0.0,0,0,1,11,56,5.090909090909091,0,0,0,0,0,41205.26333333331,0,1,1,0,0,0,0,0,0,102811.649561317,374.15500000000003,25220.86,,13652.76,90.80000000000001,0.0,,283.55500000000006,0.0,,0.0,71.38,0.0,
465,Quel est l'intérêt de l'ordonnance royale de Villers-Cotterêts ?,1.0,0,0,1,11,56,5.090909090909091,0,0,0,0,0,41205.26333333331,0,1,1,0,0,0,0,0,0,102811.649561317,374.15500000000003,25220.86,,13652.76,90.80000000000001,0.0,,283.55500000000006,0.0,,0.0,71.38,0.0,
466,Pourquoi la gestion de l'eau est-elle importante pour l'humanité ?,1.0,0,0,1,12,57,4.75,0,1,0,1,0,4887.998,0,0,0,0,0,0,0,0,0,7979.381351223666,917.44,16149.705,1348.04,13652.76,220.77666666666667,,,0.0,9071.155,0.0,0.0,276.8104634743581,,
467,Quels sont les centres communaux d'action sociale ?,1.0,0,0,1,9,44,4.888888888888889,0,0,1,0,0,41219.06999999998,0,0,0,0,0,0,0,0,0,102806.12378928314,267.21000000000004,25220.86,,13652.76,126.27,,,281.27838772291057,0.0,,0.0,12.269999999999996,,
468,Quelle est la ressource la plus importante en Afrique australe ?,0.0,0,0,0,11,54,4.909090909090909,0,0,0,0,0,35538.39999999998,0,1,1,0,0,0,0,0,0,98588.2148520451,305.8833333333334,5689.68,4062.45,13652.76,17.62,0.0,,432.435874578211,0.0,0.0,0.0,0.0,0.0,
469,Quels sont les pays les plus fragiles face aux catastrophes ?,1.0,0,0,1,11,51,4.636363636363637,0,0,2,0,0,35077.03399999998,0,0,0,0,0,0,0,0,0,98737.1151384256,344.745,,4062.45,7244.205,162.04999999999998,,,312.96500000000003,,0.0,6408.555,93.37995966301692,,
470,Quels sont les effets de l'urbanisation sur Terre?,1.0,0,0,1,10,43,4.3,0,0,1,0,0,41546.42444444442,0,1,1,0,0,0,0,0,0,102677.8944304183,657.71,13870.485,,13652.76,274.18,,,0.0,11350.375,,0.0,242.0753755892298,,
471,Quels sont les effets de l'urbanisation sur Terre?,0.0,0,0,1,10,43,4.3,0,0,1,0,0,41546.42444444442,0,1,1,0,0,0,0,0,0,102677.8944304183,657.71,13870.485,,13652.76,274.18,,,0.0,11350.375,,0.0,242.0753755892298,,
472,Quels sont les effets de l'urbanisation sur Terre?,0.0,0,0,1,10,43,4.3,0,0,1,0,0,41546.42444444442,0,1,1,0,0,0,0,0,0,102677.8944304183,657.71,13870.485,,13652.76,274.18,,,0.0,11350.375,,0.0,242.0753755892298,,
473,Quelles sont les richesses de l'Afrique australe ?,1.0,0,0,0,9,43,4.777777777777778,0,0,1,0,0,46307.07999999997,0,1,1,0,0,0,0,0,0,107968.75229508217,256.38,25220.86,,13652.76,26.42,0.0,,256.17,0.0,,0.0,0.0,0.0,
474,Quelles sont les richesses de l'Afrique australe ?,1.0,0,0,0,9,43,4.777777777777778,0,0,1,0,0,46307.07999999997,0,1,1,0,0,0,0,0,0,107968.75229508217,256.38,25220.86,,13652.76,26.42,0.0,,256.17,0.0,,0.0,0.0,0.0,
475,Quelles sont les richesses de l'Afrique australe ?,0.0,0,0,0,9,43,4.777777777777778,0,0,1,0,0,46307.07999999997,0,1,1,0,0,0,0,0,0,107968.75229508217,256.38,25220.86,,13652.76,26.42,0.0,,256.17,0.0,,0.0,0.0,0.0,
476,Qui a créé le réseau transeuropéen de transport ?,1.0,0,0,1,9,41,4.555555555555555,1,0,0,0,1,100666.65222222212,0,0,0,0,0,0,0,0,0,266372.83967508696,0.0,25220.86,,13652.76,34.75,,2299.5900000000006,0.0,0.0,,0.0,5.93,,0.0
477,Quelle est la diversité politique de l'Occident ?,1.0,0,0,0,9,42,4.666666666666667,0,0,0,0,0,46249.45999999997,0,1,1,0,0,0,0,0,0,107993.29784871136,38.09,25220.86,,13652.76,2.04,0.0,,38.09,0.0,,0.0,0.0,0.0,
478,Quelle est la diversité politique de l'Occident ?,0.0,0,0,0,9,42,4.666666666666667,0,0,0,0,0,46249.45999999997,0,1,1,0,0,0,0,0,0,107993.29784871136,38.09,25220.86,,13652.76,2.04,0.0,,38.09,0.0,,0.0,0.0,0.0,
479,Quels sont les facteurs qui expliquent l'augmentation de la malnutrition ?,0.0,0,0,2,12,64,5.333333333333333,0,0,1,0,1,38808.90299999998,0,0,0,0,0,0,0,0,0,97731.62641878353,657.71,25220.86,,13652.76,17.02,,6429.760000000002,0.0,0.0,,0.0,14.963885413443485,,0.0
480,Quels sont les facteurs qui expliquent l'augmentation de la malnutrition ?,1.0,0,0,2,12,64,5.333333333333333,0,0,1,0,1,38808.90299999998,0,0,0,0,0,0,0,0,0,97731.62641878353,657.71,25220.86,,13652.76,17.02,,6429.760000000002,0.0,0.0,,0.0,14.963885413443485,,0.0
481,Quels sont les facteurs qui expliquent l'augmentation de la malnutrition ?,0.0,0,0,2,12,64,5.333333333333333,0,0,1,0,1,38808.90299999998,0,0,0,0,0,0,0,0,0,97731.62641878353,657.71,25220.86,,13652.76,17.02,,6429.760000000002,0.0,0.0,,0.0,14.963885413443485,,0.0
482,Qui a écrit le Traité de gouvernement civil ?,1.0,0,0,1,9,37,4.111111111111111,1,0,0,0,1,101549.94666666657,0,0,0,1,1,0,0,0,0,266057.5344260152,81.84,25220.86,,13652.76,70.77,,10095.36,0.0,0.0,,0.0,54.55,,0.0
483,Quel est le nombre de visiteurs en Mozambique ?,1.0,0,0,1,9,39,4.333333333333333,0,0,1,0,0,41821.734444444424,0,1,1,0,0,0,0,0,0,102579.94737204869,657.71,15455.27,,13652.76,65.38,0.0,,0.0,9765.59,,0.0,14.939999999999998,0.0,
484,Pourquoi les pays de la Triade sont rejoints par les puissances émergentes ?,1.0,0,0,1,13,64,4.923076923076923,0,1,2,0,1,34235.306363636344,0,1,1,0,0,0,0,0,0,94164.12345532276,0.22,13486.94,1348.04,13652.76,90.77,,3297.32,0.0,11733.92,0.0,0.0,83.39196643961975,,0.0
485,Quel est le nombre de migrants en Afrique australe ?,1.0,0,0,1,10,43,4.3,0,0,1,0,0,37634.54399999998,0,1,1,0,0,0,0,0,0,98123.25723706889,328.96000000000004,15455.27,,13652.76,40.19,0.0,,328.75000000000006,9765.59,,0.0,40.129999999999995,0.0,
486,Quels sont les espaces qui échappent à l'influence humaine ?,0.0,0,0,2,11,51,4.636363636363637,0,0,1,0,1,37216.404999999984,0,0,0,0,0,0,0,0,0,98084.67132084408,543.0550000000001,12190.4,,13652.76,57.83,,3042.2400000000007,114.65500000000003,0.0,,0.0,29.909999999999997,,0.0
487,Quels sont les espaces qui échappent à l'influence humaine ?,1.0,0,0,2,11,51,4.636363636363637,0,0,1,0,1,37216.404999999984,0,0,0,0,0,0,0,0,0,98084.67132084408,543.0550000000001,12190.4,,13652.76,57.83,,3042.2400000000007,114.65500000000003,0.0,,0.0,29.909999999999997,,0.0
